srcaddr,dstaddr,srcport,dstport,protocol,packets,bytes,start,end,action,tcp_flags,pkt_srcaddr,pkt_dstaddr,region,flow_direction,traffic_path,interface_id,log_status
31.56.47.150,172.31.4.224,24928,22,6,1,52,1767791498,1767791527,ACCEPT,2,31.56.47.150,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
3.6.43.90,172.31.4.224,123,50484,17,1,76,1767791498,1767791527,ACCEPT,0,3.6.43.90,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.87.173.180,172.31.4.224,53767,22,6,1,52,1767791498,1767791527,ACCEPT,2,45.87.173.180,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.154.210,22,10797,6,6,312,1767791498,1767791527,ACCEPT,18,172.31.4.224,31.57.154.210,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,3.6.43.90,50484,123,17,1,76,1767791498,1767791527,ACCEPT,0,172.31.4.224,3.6.43.90,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
45.155.124.219,172.31.4.224,19871,22,6,1,52,1767791498,1767791527,ACCEPT,2,45.155.124.219,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,87.248.157.222,22,40572,6,1,52,1767791498,1767791527,ACCEPT,18,172.31.4.224,87.248.157.222,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,89.47.113.157,22,43078,6,2,104,1767791498,1767791527,ACCEPT,18,172.31.4.224,89.47.113.157,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.19.181,22,33840,6,1,52,1767791498,1767791527,ACCEPT,18,172.31.4.224,45.155.19.181,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.156.155,172.31.4.224,31150,22,6,1,52,1767791498,1767791527,ACCEPT,2,31.57.156.155,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
193.164.4.174,172.31.4.224,50182,22,6,1,52,1767791498,1767791527,ACCEPT,2,193.164.4.174,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.4.174,22,50182,6,6,312,1767791498,1767791527,ACCEPT,18,172.31.4.224,193.164.4.174,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,89.47.113.183,22,3470,6,1,52,1767791498,1767791527,ACCEPT,18,172.31.4.224,89.47.113.183,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
89.47.113.183,172.31.4.224,9192,22,6,1,52,1767791498,1767791527,ACCEPT,2,89.47.113.183,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.46.181,22,41878,6,3,156,1767791498,1767791527,ACCEPT,18,172.31.4.224,94.154.46.181,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.33.1,172.31.4.224,62971,22,6,1,52,1767791498,1767791527,ACCEPT,2,31.57.33.1,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.57.154.210,172.31.4.224,10797,22,6,1,52,1767791498,1767791527,ACCEPT,2,31.57.154.210,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.33.1,22,62971,6,5,260,1767791498,1767791527,ACCEPT,18,172.31.4.224,31.57.33.1,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.77.65,172.31.4.224,637,22,6,1,52,1767791498,1767791527,ACCEPT,2,31.57.77.65,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.34.254,22,58749,6,6,312,1767791498,1767791527,ACCEPT,18,172.31.4.224,94.154.34.254,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
45.155.124.182,172.31.4.224,23797,22,6,1,52,1767791498,1767791527,ACCEPT,2,45.155.124.182,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,82.153.241.10,22,592,6,6,312,1767791498,1767791527,ACCEPT,18,172.31.4.224,82.153.241.10,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.124.219,22,19871,6,4,208,1767791498,1767791527,ACCEPT,18,172.31.4.224,45.155.124.219,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,89.47.113.183,22,9192,6,6,312,1767791498,1767791527,ACCEPT,18,172.31.4.224,89.47.113.183,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,185.169.180.148,22,27558,6,5,260,1767791498,1767791527,ACCEPT,18,172.31.4.224,185.169.180.148,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.54,22,57851,6,6,312,1767791498,1767791527,ACCEPT,18,172.31.4.224,31.58.91.54,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.4.174,22,28403,6,6,312,1767791498,1767791527,ACCEPT,18,172.31.4.224,193.164.4.174,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
94.154.46.181,172.31.4.224,41878,22,6,1,52,1767791498,1767791527,ACCEPT,2,94.154.46.181,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.7.199,22,31308,6,1,52,1767791528,1767791554,ACCEPT,18,172.31.4.224,193.164.7.199,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.187.141,172.31.4.224,20592,22,6,1,52,1767791528,1767791554,ACCEPT,2,31.57.187.141,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
193.164.6.171,172.31.4.224,1136,22,6,1,52,1767791528,1767791554,ACCEPT,2,193.164.6.171,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.42.127.115,22,32101,6,6,312,1767791528,1767791554,ACCEPT,18,172.31.4.224,31.42.127.115,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,141.11.109.210,22,10364,6,3,156,1767791528,1767791554,ACCEPT,18,172.31.4.224,141.11.109.210,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.154.128,22,3949,6,1,52,1767791528,1767791554,ACCEPT,18,172.31.4.224,31.57.154.128,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,87.248.157.138,22,52186,6,6,312,1767791528,1767791554,ACCEPT,18,172.31.4.224,87.248.157.138,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.156.122,22,56035,6,3,156,1767791528,1767791554,ACCEPT,18,172.31.4.224,31.57.156.122,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
3.135.224.43,172.31.4.224,52084,1701,6,1,52,1767791528,1767791554,REJECT,2,3.135.224.43,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.156.154,22,43537,6,5,260,1767791528,1767791554,ACCEPT,18,172.31.4.224,31.57.156.154,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
141.11.109.210,172.31.4.224,10364,22,6,1,52,1767791528,1767791554,ACCEPT,2,141.11.109.210,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
141.11.109.192,172.31.4.224,56452,22,6,1,52,1767791528,1767791554,ACCEPT,2,141.11.109.192,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.6.49,22,34262,6,2,104,1767791528,1767791554,ACCEPT,18,172.31.4.224,193.164.6.49,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.156.122,172.31.4.224,56035,22,6,1,52,1767791528,1767791554,ACCEPT,2,31.57.156.122,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
94.154.34.253,172.31.4.224,31510,22,6,1,52,1767791528,1767791554,ACCEPT,2,94.154.34.253,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.133.36.166,22,12717,6,4,208,1767791528,1767791554,ACCEPT,18,172.31.4.224,45.133.36.166,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,179.61.147.145,22,21759,6,6,312,1767791528,1767791554,ACCEPT,18,172.31.4.224,179.61.147.145,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.156.154,172.31.4.224,43537,22,6,1,52,1767791528,1767791554,ACCEPT,2,31.57.156.154,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,179.61.147.32,22,8662,6,3,156,1767791528,1767791554,ACCEPT,18,172.31.4.224,179.61.147.32,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,89.47.113.99,22,27310,6,1,52,1767791528,1767791554,ACCEPT,18,172.31.4.224,89.47.113.99,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.34.253,22,31510,6,6,312,1767791528,1767791554,ACCEPT,18,172.31.4.224,94.154.34.253,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
179.61.147.195,172.31.4.224,30375,22,6,1,52,1767791528,1767791554,ACCEPT,2,179.61.147.195,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
179.61.147.145,172.31.4.224,21759,22,6,1,52,1767791528,1767791554,ACCEPT,2,179.61.147.145,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.6.171,22,1136,6,6,312,1767791528,1767791554,ACCEPT,18,172.31.4.224,193.164.6.171,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.124.81,22,20990,6,6,312,1767791528,1767791554,ACCEPT,18,172.31.4.224,45.155.124.81,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,179.61.147.77,22,22352,6,5,260,1767791528,1767791554,ACCEPT,18,172.31.4.224,179.61.147.77,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
94.154.46.71,172.31.4.224,19488,22,6,1,52,1767791528,1767791554,ACCEPT,2,94.154.46.71,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
94.154.32.155,172.31.4.224,5257,22,6,1,52,1767791528,1767791554,ACCEPT,2,94.154.32.155,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.77.183,22,35679,6,6,312,1767791528,1767791554,ACCEPT,18,172.31.4.224,31.57.77.183,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.77.109,172.31.4.224,52224,22,6,2,92,1767791528,1767791554,ACCEPT,6,31.57.77.109,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.232,22,11851,6,1,52,1767791528,1767791554,ACCEPT,18,172.31.4.224,31.58.91.232,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.77.109,22,52224,6,2,104,1767791528,1767791554,ACCEPT,18,172.31.4.224,31.57.77.109,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.46.71,22,19488,6,2,104,1767791528,1767791554,ACCEPT,18,172.31.4.224,94.154.46.71,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
5.187.35.158,172.31.4.224,44442,8084,6,1,40,1767791528,1767791554,REJECT,2,5.187.35.158,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
179.61.147.229,172.31.4.224,52121,22,6,1,52,1767791528,1767791554,ACCEPT,2,179.61.147.229,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.58.91.208,172.31.4.224,57677,22,6,1,52,1767791528,1767791554,ACCEPT,2,31.58.91.208,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.133.36.166,172.31.4.224,12717,22,6,1,52,1767791528,1767791554,ACCEPT,2,45.133.36.166,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
94.154.46.181,172.31.4.224,6163,22,6,1,52,1767791528,1767791554,ACCEPT,2,94.154.46.181,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.155.124.81,172.31.4.224,20990,22,6,1,52,1767791528,1767791554,ACCEPT,2,45.155.124.81,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
93.177.102.184,172.31.4.224,18466,22,6,1,52,1767791528,1767791554,ACCEPT,2,93.177.102.184,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,178.208.187.192,22,31992,6,4,208,1767791528,1767791554,ACCEPT,18,172.31.4.224,178.208.187.192,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.100,22,65432,6,6,312,1767791528,1767791554,ACCEPT,18,172.31.4.224,31.58.91.100,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.7.7,22,26145,6,1,52,1767791528,1767791554,ACCEPT,18,172.31.4.224,193.164.7.7,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.120,22,12524,6,1,52,1767791528,1767791554,ACCEPT,18,172.31.4.224,31.58.91.120,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
179.61.147.77,172.31.4.224,22352,22,6,1,52,1767791528,1767791554,ACCEPT,2,179.61.147.77,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,179.61.147.229,22,52121,6,5,260,1767791528,1767791554,ACCEPT,18,172.31.4.224,179.61.147.229,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
79.124.56.238,172.31.4.224,56036,6286,6,3,120,1767791528,1767791554,REJECT,2,79.124.56.238,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,141.11.109.50,22,40186,6,5,260,1767791528,1767791554,ACCEPT,18,172.31.4.224,141.11.109.50,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.208,22,57677,6,6,312,1767791528,1767791554,ACCEPT,18,172.31.4.224,31.58.91.208,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.7.110,22,23066,6,1,52,1767791528,1767791554,ACCEPT,18,172.31.4.224,193.164.7.110,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,87.248.157.108,22,11635,6,2,104,1767791528,1767791554,ACCEPT,18,172.31.4.224,87.248.157.108,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
47.250.81.19,172.31.4.224,38391,2107,6,1,52,1767791528,1767791554,REJECT,2,47.250.81.19,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,179.61.147.207,22,23949,6,2,104,1767791528,1767791554,ACCEPT,18,172.31.4.224,179.61.147.207,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.58.91.72,172.31.4.224,19964,22,6,1,52,1767791528,1767791554,ACCEPT,2,31.58.91.72,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.42.127.115,172.31.4.224,32101,22,6,1,52,1767791528,1767791554,ACCEPT,2,31.42.127.115,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.187.141,22,20592,6,5,260,1767791528,1767791554,ACCEPT,18,172.31.4.224,31.57.187.141,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.77.183,172.31.4.224,35679,22,6,1,52,1767791528,1767791554,ACCEPT,2,31.57.77.183,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.72,22,19964,6,6,312,1767791528,1767791554,ACCEPT,18,172.31.4.224,31.58.91.72,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,93.177.102.166,22,30916,6,1,52,1767791528,1767791554,ACCEPT,18,172.31.4.224,93.177.102.166,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.187.205,22,4217,6,1,52,1767791528,1767791554,ACCEPT,18,172.31.4.224,31.57.187.205,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
178.208.187.253,172.31.4.224,50279,22,6,1,52,1767791528,1767791554,ACCEPT,2,178.208.187.253,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,179.61.147.195,22,30375,6,4,208,1767791528,1767791554,ACCEPT,18,172.31.4.224,179.61.147.195,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,93.177.102.184,22,18466,6,4,208,1767791528,1767791554,ACCEPT,18,172.31.4.224,93.177.102.184,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.32.155,22,5257,6,6,312,1767791528,1767791554,ACCEPT,18,172.31.4.224,94.154.32.155,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,178.208.187.253,22,50279,6,4,208,1767791528,1767791554,ACCEPT,18,172.31.4.224,178.208.187.253,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.46.181,22,6163,6,6,312,1767791528,1767791554,ACCEPT,18,172.31.4.224,94.154.46.181,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
87.248.157.138,172.31.4.224,52186,22,6,1,52,1767791528,1767791554,ACCEPT,2,87.248.157.138,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,141.11.109.192,22,56452,6,6,312,1767791528,1767791554,ACCEPT,18,172.31.4.224,141.11.109.192,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.58.91.100,172.31.4.224,65432,22,6,1,52,1767791528,1767791554,ACCEPT,2,31.58.91.100,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.56.47.150,22,24928,6,2,104,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.56.47.150,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.77.115,172.31.4.224,2271,22,6,1,52,1767791556,1767791587,ACCEPT,2,31.57.77.115,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.57.156.116,172.31.4.224,26353,22,6,2,92,1767791556,1767791587,ACCEPT,6,31.57.156.116,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.124.253,22,8565,6,6,312,1767791556,1767791587,ACCEPT,18,172.31.4.224,45.155.124.253,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.187.197,22,43662,6,4,208,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.57.187.197,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
93.177.102.74,172.31.4.224,21307,22,6,1,52,1767791556,1767791587,ACCEPT,2,93.177.102.74,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,82.153.241.84,22,24404,6,1,52,1767791556,1767791587,ACCEPT,18,172.31.4.224,82.153.241.84,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
89.47.113.16,172.31.4.224,14350,22,6,1,52,1767791556,1767791587,ACCEPT,2,89.47.113.16,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.156.155,22,31150,6,1,52,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.57.156.155,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.77.118,172.31.4.224,801,22,6,1,52,1767791556,1767791587,ACCEPT,2,31.57.77.118,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.33.158,22,39857,6,5,260,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.57.33.158,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.56.47.143,22,22777,6,5,260,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.56.47.143,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
34.225.79.255,172.31.4.224,50839,3388,6,1,44,1767791556,1767791587,REJECT,2,34.225.79.255,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.33.1,22,62971,6,1,52,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.57.33.1,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.58.91.85,172.31.4.224,29714,22,6,2,92,1767791556,1767791587,ACCEPT,6,31.58.91.85,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.79.82.114,172.31.4.224,60791,2201,6,1,44,1767791556,1767791587,REJECT,2,45.79.82.114,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
94.154.34.113,172.31.4.224,53662,22,6,1,52,1767791556,1767791587,ACCEPT,2,94.154.34.113,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.187.115,22,53981,6,4,208,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.57.187.115,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.19.88,22,11473,6,6,312,1767791556,1767791587,ACCEPT,18,172.31.4.224,45.155.19.88,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.156.232,22,10556,6,1,52,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.57.156.232,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
185.169.180.187,172.31.4.224,65521,22,6,1,52,1767791556,1767791587,ACCEPT,2,185.169.180.187,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.58.91.204,172.31.4.224,7455,22,6,1,52,1767791556,1767791587,ACCEPT,2,31.58.91.204,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
79.124.62.122,172.31.4.224,56634,7235,6,1,40,1767791556,1767791587,REJECT,2,79.124.62.122,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.34.113,22,53662,6,4,208,1767791556,1767791587,ACCEPT,18,172.31.4.224,94.154.34.113,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,194.105.5.2,22,58850,6,3,156,1767791556,1767791587,ACCEPT,18,172.31.4.224,194.105.5.2,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.124.182,22,23797,6,2,104,1767791556,1767791587,ACCEPT,18,172.31.4.224,45.155.124.182,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.77.21,22,26399,6,2,104,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.57.77.21,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
193.164.6.49,172.31.4.224,51602,22,6,1,52,1767791556,1767791587,ACCEPT,2,193.164.6.49,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.57.187.197,172.31.4.224,43662,22,6,1,52,1767791556,1767791587,ACCEPT,2,31.57.187.197,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.87.173.25,22,691,6,5,260,1767791556,1767791587,ACCEPT,18,172.31.4.224,45.87.173.25,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
45.155.19.88,172.31.4.224,11473,22,6,1,52,1767791556,1767791587,ACCEPT,2,45.155.19.88,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
79.124.56.238,172.31.4.224,56036,6286,6,1,40,1767791556,1767791587,REJECT,2,79.124.56.238,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.57.187.115,172.31.4.224,53981,22,6,1,52,1767791556,1767791587,ACCEPT,2,31.57.187.115,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.58.91.48,172.31.4.224,62120,22,6,1,52,1767791556,1767791587,ACCEPT,2,31.58.91.48,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.46.242,22,64294,6,1,52,1767791556,1767791587,ACCEPT,18,172.31.4.224,94.154.46.242,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.77.115,22,2271,6,4,208,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.57.77.115,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
193.164.7.75,172.31.4.224,12048,22,6,1,52,1767791556,1767791587,ACCEPT,2,193.164.7.75,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.85,22,29714,6,1,52,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.58.91.85,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.29,22,58994,6,6,312,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.58.91.29,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.46.71,22,3848,6,6,312,1767791556,1767791587,ACCEPT,18,172.31.4.224,94.154.46.71,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.204,22,7455,6,6,312,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.58.91.204,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,89.47.113.16,22,14350,6,5,260,1767791556,1767791587,ACCEPT,18,172.31.4.224,89.47.113.16,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
82.153.241.84,172.31.4.224,24404,22,6,1,40,1767791556,1767791587,ACCEPT,4,82.153.241.84,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.155.124.253,172.31.4.224,8565,22,6,1,52,1767791556,1767791587,ACCEPT,2,45.155.124.253,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.155.19.77,172.31.4.224,20365,22,6,1,52,1767791556,1767791587,ACCEPT,2,45.155.19.77,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,185.169.180.187,22,65521,6,6,312,1767791556,1767791587,ACCEPT,18,172.31.4.224,185.169.180.187,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
45.87.173.25,172.31.4.224,691,22,6,1,52,1767791556,1767791587,ACCEPT,2,45.87.173.25,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
193.163.125.34,172.31.4.224,41469,31122,6,1,44,1767791556,1767791587,REJECT,2,193.163.125.34,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.4.114,22,18438,6,5,260,1767791556,1767791587,ACCEPT,18,172.31.4.224,193.164.4.114,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.56.47.143,172.31.4.224,22777,22,6,1,52,1767791556,1767791587,ACCEPT,2,31.56.47.143,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.57.77.21,172.31.4.224,26399,22,6,1,52,1767791556,1767791587,ACCEPT,2,31.57.77.21,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.50,22,12981,6,1,52,1767791556,1767791587,ACCEPT,18,172.31.4.224,31.58.91.50,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
95.214.55.246,172.31.4.224,56924,2226,6,1,40,1767791556,1767791587,REJECT,2,95.214.55.246,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.124.219,22,19871,6,2,104,1767791556,1767791587,ACCEPT,18,172.31.4.224,45.155.124.219,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
94.154.46.71,172.31.4.224,3848,22,6,1,52,1767791556,1767791587,ACCEPT,2,94.154.46.71,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
