srcaddr,dstaddr,srcport,dstport,protocol,packets,bytes,start,end,action,tcp_flags,pkt_srcaddr,pkt_dstaddr,region,flow_direction,traffic_path,interface_id,log_status
172.31.4.224,31.57.156.120,22,23920,6,2,104,1767792786,1767792815,ACCEPT,18,172.31.4.224,31.57.156.120,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,179.61.147.136,22,40305,6,4,208,1767792786,1767792815,ACCEPT,18,172.31.4.224,179.61.147.136,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.133.36.232,22,50574,6,6,312,1767792786,1767792815,ACCEPT,18,172.31.4.224,45.133.36.232,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.156.73,22,46057,6,1,52,1767792786,1767792815,ACCEPT,18,172.31.4.224,31.57.156.73,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,194.105.5.100,22,64557,6,1,52,1767792786,1767792815,ACCEPT,18,172.31.4.224,194.105.5.100,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
194.105.5.100,172.31.4.224,64557,22,6,2,92,1767792786,1767792815,ACCEPT,6,194.105.5.100,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,194.105.5.61,22,30874,6,4,208,1767792786,1767792815,ACCEPT,18,172.31.4.224,194.105.5.61,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.87.173.135,22,50326,6,1,52,1767792786,1767792815,ACCEPT,18,172.31.4.224,45.87.173.135,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
94.154.34.223,172.31.4.224,59498,22,6,1,52,1767792786,1767792815,ACCEPT,2,94.154.34.223,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.133.36.232,172.31.4.224,50574,22,6,1,52,1767792786,1767792815,ACCEPT,2,45.133.36.232,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.187.227,22,19343,6,5,260,1767792786,1767792815,ACCEPT,18,172.31.4.224,31.57.187.227,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,194.105.5.233,22,56562,6,6,312,1767792786,1767792815,ACCEPT,18,172.31.4.224,194.105.5.233,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
5.187.35.158,172.31.4.224,47398,94,6,1,40,1767792786,1767792815,REJECT,2,5.187.35.158,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,3.134.148.59,22,40308,6,5,325,1767792786,1767792815,ACCEPT,19,172.31.4.224,3.134.148.59,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.42.127.74,172.31.4.224,5884,22,6,1,52,1767792786,1767792815,ACCEPT,2,31.42.127.74,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.46.216,22,38711,6,5,260,1767792786,1767792815,ACCEPT,18,172.31.4.224,94.154.46.216,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
45.155.19.126,172.31.4.224,5364,22,6,1,52,1767792786,1767792815,ACCEPT,2,45.155.19.126,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.101,22,63226,6,6,312,1767792786,1767792815,ACCEPT,18,172.31.4.224,31.58.91.101,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,178.208.187.95,22,27825,6,5,260,1767792786,1767792815,ACCEPT,18,172.31.4.224,178.208.187.95,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.19.126,22,5364,6,6,312,1767792786,1767792815,ACCEPT,18,172.31.4.224,45.155.19.126,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
91.230.168.236,172.31.4.224,18042,9284,6,1,60,1767792786,1767792815,REJECT,2,91.230.168.236,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.57.156.115,172.31.4.224,49114,22,6,1,52,1767792786,1767792815,ACCEPT,2,31.57.156.115,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.57.187.227,172.31.4.224,19343,22,6,1,52,1767792786,1767792815,ACCEPT,2,31.57.187.227,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,157.66.144.16,22,53544,6,2,120,1767792786,1767792815,ACCEPT,18,172.31.4.224,157.66.144.16,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.42.127.179,22,35464,6,1,52,1767792786,1767792815,ACCEPT,18,172.31.4.224,31.42.127.179,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
178.208.187.95,172.31.4.224,27825,22,6,1,52,1767792786,1767792815,ACCEPT,2,178.208.187.95,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.32.23,22,13829,6,4,208,1767792786,1767792815,ACCEPT,18,172.31.4.224,94.154.32.23,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.58.91.101,172.31.4.224,63226,22,6,1,52,1767792786,1767792815,ACCEPT,2,31.58.91.101,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
94.154.32.23,172.31.4.224,13829,22,6,1,52,1767792786,1767792815,ACCEPT,2,94.154.32.23,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.58.91.21,172.31.4.224,24161,22,6,1,52,1767792786,1767792815,ACCEPT,2,31.58.91.21,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,185.169.180.193,22,17054,6,4,208,1767792786,1767792815,ACCEPT,18,172.31.4.224,185.169.180.193,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
94.154.46.216,172.31.4.224,38711,22,6,1,52,1767792786,1767792815,ACCEPT,2,94.154.46.216,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
13.89.125.225,172.31.4.224,38396,8123,6,1,52,1767792786,1767792815,REJECT,2,13.89.125.225,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
89.47.113.44,172.31.4.224,33440,22,6,1,52,1767792786,1767792815,ACCEPT,2,89.47.113.44,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.57.154.3,172.31.4.224,23058,22,6,1,52,1767792786,1767792815,ACCEPT,2,31.57.154.3,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
185.55.240.11,172.31.4.224,43096,443,6,5,300,1767792786,1767792815,ACCEPT,2,185.55.240.11,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
130.250.191.156,172.31.4.224,61081,12271,6,1,40,1767792786,1767792815,REJECT,2,130.250.191.156,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.156.115,22,49114,6,5,260,1767792786,1767792815,ACCEPT,18,172.31.4.224,31.57.156.115,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.87.173.139,22,65339,6,3,156,1767792786,1767792815,ACCEPT,18,172.31.4.224,45.87.173.139,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,178.208.187.207,22,59437,6,2,104,1767792786,1767792815,ACCEPT,18,172.31.4.224,178.208.187.207,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,89.47.113.44,22,33440,6,5,260,1767792786,1767792815,ACCEPT,18,172.31.4.224,89.47.113.44,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,185.55.240.11,443,43096,6,5,200,1767792786,1767792815,ACCEPT,4,172.31.4.224,185.55.240.11,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
193.164.4.243,172.31.4.224,10067,22,6,1,52,1767792786,1767792815,ACCEPT,2,193.164.4.243,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
194.105.5.61,172.31.4.224,30874,22,6,1,52,1767792786,1767792815,ACCEPT,2,194.105.5.61,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
74.48.156.162,172.31.4.224,33155,80,6,1,40,1767792786,1767792815,ACCEPT,2,74.48.156.162,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,74.48.156.162,80,33155,6,1,40,1767792786,1767792815,ACCEPT,4,172.31.4.224,74.48.156.162,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
3.134.148.59,172.31.4.224,40308,22,6,5,269,1767792786,1767792815,ACCEPT,3,3.134.148.59,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.21,22,24161,6,6,312,1767792786,1767792815,ACCEPT,18,172.31.4.224,31.58.91.21,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.154.3,22,23058,6,6,312,1767792786,1767792815,ACCEPT,18,172.31.4.224,31.57.154.3,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
130.250.191.106,172.31.4.224,61081,46642,6,1,40,1767792786,1767792815,REJECT,2,130.250.191.106,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.58.91.166,172.31.4.224,7240,22,6,1,52,1767792786,1767792815,ACCEPT,2,31.58.91.166,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
185.169.180.193,172.31.4.224,17054,22,6,1,52,1767792786,1767792815,ACCEPT,2,185.169.180.193,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.155.19.215,172.31.4.224,49250,22,6,2,92,1767792786,1767792815,ACCEPT,6,45.155.19.215,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.4.243,22,10067,6,3,156,1767792786,1767792815,ACCEPT,18,172.31.4.224,193.164.4.243,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.156.226,172.31.4.224,25141,22,6,1,52,1767792786,1767792815,ACCEPT,2,31.57.156.226,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.19.215,22,49250,6,2,104,1767792786,1767792815,ACCEPT,18,172.31.4.224,45.155.19.215,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.42.127.74,22,5884,6,3,156,1767792786,1767792815,ACCEPT,18,172.31.4.224,31.42.127.74,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
194.105.5.233,172.31.4.224,56562,22,6,1,52,1767792786,1767792815,ACCEPT,2,194.105.5.233,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
93.177.102.111,172.31.4.224,62560,22,6,1,52,1767792786,1767792815,ACCEPT,2,93.177.102.111,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.154.207,22,63793,6,4,208,1767792786,1767792815,ACCEPT,18,172.31.4.224,31.57.154.207,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.34.223,22,59498,6,6,312,1767792786,1767792815,ACCEPT,18,172.31.4.224,94.154.34.223,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,87.248.157.146,22,22603,6,5,260,1767792816,1767792846,ACCEPT,18,172.31.4.224,87.248.157.146,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.19.211,22,54451,6,2,104,1767792816,1767792846,ACCEPT,18,172.31.4.224,45.155.19.211,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
193.164.6.86,172.31.4.224,65230,22,6,1,52,1767792816,1767792846,ACCEPT,2,193.164.6.86,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.94.169.30,22,32206,6,3,156,1767792816,1767792846,ACCEPT,18,172.31.4.224,45.94.169.30,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
178.208.187.224,172.31.4.224,22423,22,6,1,52,1767792816,1767792846,ACCEPT,2,178.208.187.224,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.57.154.222,172.31.4.224,63992,22,6,1,52,1767792816,1767792846,ACCEPT,2,31.57.154.222,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
93.177.102.85,172.31.4.224,9083,22,6,1,52,1767792816,1767792846,ACCEPT,2,93.177.102.85,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.155.19.7,172.31.4.224,20602,22,6,1,52,1767792816,1767792846,ACCEPT,2,45.155.19.7,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.33.186,22,20822,6,6,312,1767792816,1767792846,ACCEPT,18,172.31.4.224,31.57.33.186,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.77.149,22,12936,6,6,312,1767792816,1767792846,ACCEPT,18,172.31.4.224,31.57.77.149,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,178.208.187.221,22,32202,6,6,312,1767792816,1767792846,ACCEPT,18,172.31.4.224,178.208.187.221,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
193.164.7.40,172.31.4.224,17574,22,6,1,52,1767792816,1767792846,ACCEPT,2,193.164.7.40,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
93.177.102.102,172.31.4.224,7336,22,6,1,52,1767792816,1767792846,ACCEPT,2,93.177.102.102,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.46.180,22,51617,6,4,208,1767792816,1767792846,ACCEPT,18,172.31.4.224,94.154.46.180,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.94.169.216,22,12629,6,1,52,1767792816,1767792846,ACCEPT,18,172.31.4.224,45.94.169.216,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
210.6.186.196,172.31.4.224,26867,23,6,1,40,1767792816,1767792846,REJECT,2,210.6.186.196,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.154.93,22,57950,6,2,104,1767792816,1767792846,ACCEPT,18,172.31.4.224,31.57.154.93,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.19.33,22,20544,6,2,104,1767792816,1767792846,ACCEPT,18,172.31.4.224,45.155.19.33,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,193.163.125.254,22,52904,6,6,360,1767792816,1767792846,ACCEPT,18,172.31.4.224,193.163.125.254,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
87.248.157.70,172.31.4.224,38974,22,6,1,52,1767792816,1767792846,ACCEPT,2,87.248.157.70,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.94.169.189,172.31.4.224,62785,22,6,1,52,1767792816,1767792846,ACCEPT,2,45.94.169.189,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.87.173.33,172.31.4.224,18827,22,6,2,92,1767792816,1767792846,ACCEPT,6,45.87.173.33,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
178.208.187.221,172.31.4.224,32202,22,6,1,52,1767792816,1767792846,ACCEPT,2,178.208.187.221,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.32.120,22,47316,6,2,104,1767792816,1767792846,ACCEPT,18,172.31.4.224,94.154.32.120,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.7.40,22,17574,6,5,260,1767792816,1767792846,ACCEPT,18,172.31.4.224,193.164.7.40,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,95.214.55.246,22,56326,6,5,220,1767792816,1767792846,ACCEPT,18,172.31.4.224,95.214.55.246,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.46.18,22,52047,6,1,52,1767792816,1767792846,ACCEPT,18,172.31.4.224,94.154.46.18,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.77.149,172.31.4.224,12936,22,6,1,52,1767792816,1767792846,ACCEPT,2,31.57.77.149,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.7.156,22,44159,6,6,312,1767792816,1767792846,ACCEPT,18,172.31.4.224,193.164.7.156,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.6.241,22,41521,6,5,260,1767792816,1767792846,ACCEPT,18,172.31.4.224,193.164.6.241,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,178.208.187.224,22,22423,6,6,312,1767792816,1767792846,ACCEPT,18,172.31.4.224,178.208.187.224,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.187.128,22,29832,6,3,156,1767792816,1767792846,ACCEPT,18,172.31.4.224,31.57.187.128,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.6.86,22,65230,6,6,312,1767792816,1767792846,ACCEPT,18,172.31.4.224,193.164.6.86,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.154.222,22,63992,6,6,312,1767792816,1767792846,ACCEPT,18,172.31.4.224,31.57.154.222,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
94.154.32.120,172.31.4.224,47316,22,6,2,92,1767792816,1767792846,ACCEPT,6,94.154.32.120,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
193.164.7.156,172.31.4.224,44159,22,6,1,52,1767792816,1767792846,ACCEPT,2,193.164.7.156,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
193.163.125.254,172.31.4.224,52904,22,6,1,60,1767792816,1767792846,ACCEPT,2,193.163.125.254,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
193.164.6.241,172.31.4.224,41521,22,6,1,52,1767792816,1767792846,ACCEPT,2,193.164.6.241,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
31.57.33.186,172.31.4.224,20822,22,6,1,52,1767792816,1767792846,ACCEPT,2,31.57.33.186,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.87.173.33,22,18827,6,1,52,1767792816,1767792846,ACCEPT,18,172.31.4.224,45.87.173.33,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
194.105.5.208,172.31.4.224,40527,22,6,1,52,1767792816,1767792846,ACCEPT,2,194.105.5.208,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.19.7,22,20602,6,6,312,1767792816,1767792846,ACCEPT,18,172.31.4.224,45.155.19.7,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
95.214.55.246,172.31.4.224,56326,22,6,1,40,1767792816,1767792846,ACCEPT,2,95.214.55.246,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.155.19.16,172.31.4.224,19166,22,6,1,52,1767792816,1767792846,ACCEPT,2,45.155.19.16,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
45.94.169.105,172.31.4.224,61892,22,6,1,52,1767792816,1767792846,ACCEPT,2,45.94.169.105,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.94.169.189,22,62785,6,5,260,1767792816,1767792846,ACCEPT,18,172.31.4.224,45.94.169.189,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,87.248.157.70,22,38974,6,6,312,1767792816,1767792846,ACCEPT,18,172.31.4.224,87.248.157.70,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
45.94.169.30,172.31.4.224,32206,22,6,1,52,1767792816,1767792846,ACCEPT,2,45.94.169.30,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,93.177.102.102,22,7336,6,5,260,1767792816,1767792846,ACCEPT,18,172.31.4.224,93.177.102.102,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.56.47.73,22,30767,6,1,52,1767792816,1767792846,ACCEPT,18,172.31.4.224,31.56.47.73,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.34.207,22,45680,6,1,52,1767792816,1767792846,ACCEPT,18,172.31.4.224,94.154.34.207,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.19.16,22,19166,6,6,312,1767792816,1767792846,ACCEPT,18,172.31.4.224,45.155.19.16,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.77.170,22,29766,6,1,52,1767792816,1767792846,ACCEPT,18,172.31.4.224,31.57.77.170,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,45.94.169.105,22,61892,6,5,260,1767792816,1767792846,ACCEPT,18,172.31.4.224,45.94.169.105,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
94.154.46.180,172.31.4.224,51617,22,6,1,52,1767792816,1767792846,ACCEPT,2,94.154.46.180,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.7.13,22,65210,6,3,156,1767792816,1767792846,ACCEPT,18,172.31.4.224,193.164.7.13,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
87.248.157.146,172.31.4.224,22603,22,6,1,52,1767792816,1767792846,ACCEPT,2,87.248.157.146,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,45.155.124.45,22,291,6,2,104,1767792816,1767792846,ACCEPT,18,172.31.4.224,45.155.124.45,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,194.105.5.208,22,40527,6,6,312,1767792816,1767792846,ACCEPT,18,172.31.4.224,194.105.5.208,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,93.177.102.85,22,9083,6,4,208,1767792816,1767792846,ACCEPT,18,172.31.4.224,93.177.102.85,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.34.48,22,32045,6,2,104,1767792847,1767792874,ACCEPT,18,172.31.4.224,94.154.34.48,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
3.134.148.59,172.31.4.224,40304,22,6,4,404,1767792847,1767792874,ACCEPT,2,3.134.148.59,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
94.154.34.187,172.31.4.224,16909,22,6,1,52,1767792847,1767792874,ACCEPT,2,94.154.34.187,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
20.118.225.19,172.31.4.224,50925,30001,6,1,52,1767792847,1767792874,REJECT,2,20.118.225.19,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,3.134.148.59,22,40304,6,5,277,1767792847,1767792874,ACCEPT,22,172.31.4.224,3.134.148.59,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
141.11.109.118,172.31.4.224,23138,22,6,1,52,1767792847,1767792874,ACCEPT,2,141.11.109.118,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
82.153.241.78,172.31.4.224,6126,22,6,1,52,1767792847,1767792874,ACCEPT,2,82.153.241.78,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,194.105.5.61,22,30874,6,2,104,1767792847,1767792874,ACCEPT,18,172.31.4.224,194.105.5.61,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
94.154.46.135,172.31.4.224,31839,22,6,1,52,1767792847,1767792874,ACCEPT,2,94.154.46.135,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,31.58.91.90,22,41151,6,5,260,1767792847,1767792874,ACCEPT,18,172.31.4.224,31.58.91.90,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.32.220,22,29464,6,6,312,1767792847,1767792874,ACCEPT,18,172.31.4.224,94.154.32.220,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.57.33.149,172.31.4.224,61389,22,6,1,52,1767792847,1767792874,ACCEPT,2,31.57.33.149,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,89.47.113.44,22,33440,6,1,52,1767792847,1767792874,ACCEPT,18,172.31.4.224,89.47.113.44,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
141.11.109.145,172.31.4.224,1001,22,6,1,52,1767792847,1767792874,ACCEPT,2,141.11.109.145,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,82.153.241.78,22,6126,6,6,312,1767792847,1767792874,ACCEPT,18,172.31.4.224,82.153.241.78,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
165.154.100.252,172.31.4.224,50040,1701,17,1,88,1767792847,1767792874,REJECT,0,165.154.100.252,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
94.154.34.221,172.31.4.224,27325,22,6,1,52,1767792847,1767792874,ACCEPT,2,94.154.34.221,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
195.184.76.161,172.31.4.224,57903,9255,6,1,60,1767792847,1767792874,REJECT,2,195.184.76.161,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,94.154.32.23,22,13829,6,2,104,1767792847,1767792874,ACCEPT,18,172.31.4.224,94.154.32.23,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,31.57.77.192,22,54119,6,1,52,1767792847,1767792874,ACCEPT,18,172.31.4.224,31.57.77.192,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.58.91.169,172.31.4.224,56764,22,6,1,52,1767792847,1767792874,ACCEPT,2,31.58.91.169,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
79.124.56.238,172.31.4.224,56036,6050,6,4,160,1767792847,1767792874,REJECT,2,79.124.56.238,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,178.208.187.117,22,2079,6,1,52,1767792847,1767792874,ACCEPT,18,172.31.4.224,178.208.187.117,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
172.31.4.224,82.153.241.205,22,30699,6,4,208,1767792847,1767792874,ACCEPT,18,172.31.4.224,82.153.241.205,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
45.133.36.106,172.31.4.224,17183,22,6,1,52,1767792847,1767792874,ACCEPT,2,45.133.36.106,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,141.11.109.118,22,23138,6,6,312,1767792847,1767792874,ACCEPT,18,172.31.4.224,141.11.109.118,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
31.58.91.90,172.31.4.224,41151,22,6,1,52,1767792847,1767792874,ACCEPT,2,31.58.91.90,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,178.208.187.176,22,18961,6,6,312,1767792847,1767792874,ACCEPT,18,172.31.4.224,178.208.187.176,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
79.124.62.122,172.31.4.224,56634,16510,6,1,40,1767792847,1767792874,REJECT,2,79.124.62.122,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
82.153.241.205,172.31.4.224,30699,22,6,1,52,1767792847,1767792874,ACCEPT,2,82.153.241.205,172.31.4.224,ap-south-1,ingress,-,eni-05406f7ef668f094a,OK
172.31.4.224,193.164.4.243,22,10067,6,3,156,1767792847,1767792874,ACCEPT,18,172.31.4.224,193.164.4.243,ap-south-1,egress,8,eni-05406f7ef668f094a,OK
